Sphinx 2.2.10-id64-release (2c212e0)
Copyright (c) 2001-2015, Andrew Aksyonoff
Copyright (c) 2008-2015, Sphinx Technologies Inc (http://sphinxsearch.com)

using config file '/data/server/gaojian/sphinx/sphinx.conf'...
dumping dictionary for index 'talent_index'...
keyword,docs,hits,offset
粦,1,1,269383379
粧,3,4,302042041
粩,1,1,60852910
粪,77,117,259809295
粫,3,3,287354226
粬,15,26,128754140
粭,2,2,63725692
粮,2903,5635,261149084
粱,40,57,81040613
粲,5,5,232975900
粳,6,8,313844022
粴,3,4,103883461
粵,5,5,86667083
粶,11,11,241149183
粷,25,47,306314588
粹,233,268,80763770
粺,43,81,253686958
粼,15,20,101441070
粽,57,79,68458915
精,109709,236611,245036846
糁,2,2,11304864
糅,36,40,2814561
糈,1,1,182478896
糉,1,1,14258920
糊,1187,1585,210074841
糍,3,3,25413919
糑,1,1,38436393
糕,554,855,41443048
糖,1948,3832,192940530
糗,62,103,354610770
糙,102,151,32705483
糜,11,13,146918259
糝,1,1,28221114
糟,83,93,374296262
糠,14,15,105611029
糢,3,24,236869695
糤,1,1,108917274
糥,1,1,82446790
糧,1,1,311331437
糭,1,1,73053749
糯,836,1637,317422100
糴,1,17,113135892
糷,1,7,293999332
糸,46,69,128528362
系,164809,1148074,281012943
糾,2,2,257084785
紀,7,7,87402486
紃,1,1,241903583
約,70,102,81041867
紅,8,9,110669652
紇,1,1,233016147
紊,611,743,320985341
紋,3,9,242993878
紌,1,1,80242971
納,52,80,89699001
紎,1,1,316037251
紐,3,3,50791037
紑,3,3,119223963
紒,3,3,301851656
純,2,2,51312340
紗,1,2,275375999
紘,1,1,63909832
紙,14,19,129294153
級,150,249,286971832
紛,12,19,261277831
紜,1,1,61032339
紝,17,21,136146471
紞,2,2,288324640
素,30417,42690,8525813
紡,73,360,166452878
索,32611,81579,340625880
紣,7,8,226933555
紦,3,5,342415160
紧,11600,15492,225635551
紨,1,1,19928979
紩,3,3,176955997
紪,3,3,329610873
紫,2847,4137,212043330
紭,2,2,176497336
累,26393,35492,217193551
細,137,602,34890309
紳,1,1,184305509
紶,1,1,351810428
紸,1,1,33585326
紹,22,39,140428195
紻,1,1,207127912
絀,1,1,57227224
終,21,37,296286744
組,77,162,47770362
絅,1,1,125371639
経,164,409,65518986
絍,1,1,127860526
結,117,442,81743719
絑,1,1,108757806
絕,1,1,105448957
絘,1,1,73616159
絙,1,1,92863689
絚,1,1,317499517
絛,1,1,252312442
絟,2,8,247420491
絡,63,102,154827356
給,65,94,363025839
絨,5,5,28005224
絭,1,1,141767643
絮,135,164,372676967
統,120,359,171312778
絲,3,3,345530215
絵,1,1,163808819
絶,2,2,333043684
絷,3,3,232006978
絾,1,1,330922532
綀,2,2,22185926
綁,4,25,176687028
綂,1,1,327139795
綅,1,1,176956744
綈,2,2,2815944
綉,1,1,170492830
綋,22,33,225089842
綍,9,11,166300103
綏,1,1,226821805
經,81,254,196820737
綔,5,5,32726246
綕,2,20,139444456
綖,6,7,367341915
継,4,4,149570866
続,20,32,352518893
綜,5,11,35004562
綠,1,1,80765114
綡,1,1,89727852
綣,1,1,253687163
綦,41,52,322156830
綫,1,1,232995465
綬,1,1,86667076
維,72,152,103883481
網,37,87,287354243
綵,1,1,128754101
綻,1,1,276594241
緃,1,1,200658803
緄,1,1,28221120
緊,18,21,361455530
緎,1,1,354072777
総,76,198,193617985
緒,13,16,329898236
緖,2,2,324952434
緙,1,1,163852263
線,57,121,333080663
緝,2,2,171790132
緟,1,1,222809040
締,2,2,65683447
緧,1,1,257084779
編,49,88,46950404
緩,3,3,125363153
緫,5,5,267050978
緬,1,3,56133686
緭,6,10,113135963
緯,1,1,276602380
緱,1,1,93963531
緳,1,1,245650659
練,32,43,73053763
緵,6,15,92533652
緶,5,18,317422070
緻,2,2,236869680
緼,1,1,82689535
緾,1,1,311329126
縁,1,1,329707247
縄,3,3,217193508
縊,1,1,166490030
縏,1,1,4133545
縢,1,1,99680325
縣,2,4,67166334
縦,2,2,89373722
縪,1,1,104933429
縫,1,1,87402446
縬,1,1,232995740
縮,9,10,110775972
縯,1,1,81433365
縰,1,1,261163304
縱,2,2,286971422
縵,1,1,288325313
縹,1,1,301854521
總,37,78,297174861
績,87,158,119119046
繁,4827,5780,374193491
繃,12,26,28005627
繆,1,1,141767630
繊,1,1,154827294
繋,1,1,42044758
繍,4,5,363025807
繎,1,1,156989866
繏,1,1,40533550
繒,1,1,175279172
織,32,54,210720297
繕,3,3,330922559
繗,1,1,14721463
繘,7,7,221747699
繙,52,127,345530360
繚,1,1,171177751
繢,1,1,136606790
繩,2,2,295476244
繪,8,9,114607602
繫,9,11,57308562
繭,1,1,302869644
繮,1,1,125364529
繰,7,7,252373868
繱,1,2,317501269
繳,2,2,73613925
繴,1,1,247037568
繵,1,1,320922636
繶,1,1,94665637
繷,1,1,73032805
繸,1,1,234605943
繹,1,1,311327110
繼,3,5,235741115
纂,346,423,110270231
纃,1,1,81040606
纇,1,1,86667201
續,21,48,245530003
纏,9,9,68457023
纐,1,1,276594262
纓,2,3,51878236
纔,1,1,269370780
纗,1,1,51115321
纛,2,2,60854677
纠,7155,12660,225055489
纡,5,5,340793249
红,14717,23326,170493607
纣,5,5,2835645
纤,1795,3490,226921643
约,36352,76188,166132911
级,156157,603164,7713000
纨,1,1,218230942
纪,25433,36807,176548696
纫,113,220,22185107
纬,1891,2545,212066284
纭,12,12,329708974
纯,4552,6880,20954336
纰,92,97,194579256
纱,749,1363,352511718
纲,2077,2851,149570896
纳,19650,32058,46434884
纵,2417,3199,364304450
纶,236,439,159611086
纷,4714,9309,34982010
纸,22352,45160,196847135
纹,1244,2438,378586576
纺,22365,34044,146934524
纼,2,2,205599787
纽,2819,4113,367327924
纾,8,8,139444962
线,89693,308973,32727554
绀,5,5,267050760
绂,4,7,125363964
练,115406,319613,46950740
组,129116,472168,276602447
绅,181,334,294004712
细,54818,87190,112879149
织,103385,300782,55675131
终,41390,80455,263234161
绉,21,24,281711941
绊,40,50,128527916
绋,116,1441,65682750
绌,3,3,257084608
绍,17361,26324,292948588
绎,301,362,137677044
经,226979,1881517,59943628
绐,8,8,236869242
绑,2588,3814,309746179
绒,319,577,105612422
结,99274,272855,85660679
绔,19,30,235691347
绕,2967,3700,311331445
绗,8,11,82446739
绘,13947,26055,245650718
给,116462,177194,320208892
绚,262,296,93960820
绛,113,256,71168954
络,99015,295420,251824038
绝,4703,5814,317398725
绞,149,245,92534547
统,130533,930280,73054181
绠,17,22,186235714
绡,6,20,361455943
绢,23,29,155099191
绣,835,1282,38431897
绥,733,958,354059836
绦,30,57,154010219
继,9325,11926,41993513
绩,83409,234406,372964188
绪,1943,2321,142411637
绫,277,363,32706073
续,49050,86344,374297185
绮,82,94,146917794
绯,65,110,28219977
绰,23,28,232007297
绱,42,63,334022527
绲,1,1,163852225
绳,384,494,9959307
维,137998,416953,222206191
绵,1563,2424,347226725
绷,16,16,2814776
绸,247,329,210073436
绻,3,3,14624800
综,39642,73994,219453719
绽,135,162,324952632
绾,2,2,174466076
绿,10983,25269,25363314
缀,137,165,363214071
缁,66,148,184304912
缂,20,23,34891230
缃,15,21,159554202
缄,6,6,351810435
缅,180,369,194576460
缆,1498,3196,46419899
缇,183,270,148650698
缈,2,2,367531646
缉,80,103,207127998
缋,1,1,140428187
缌,3,3,378933221
缍,3,3,196958158
缎,8,8,27662249
缑,9,10,226932277
缒,2,2,8675632
缓,7986,16346,166453303
缔,324,411,342420957
缕,44,68,225691086
编,97907,357994,3690985
缘,2749,3930,329610891
缙,35,82,212061213
缚,65,72,19928590
缛,2,2,176695014
缜,1824,1883,326611292
缝,2009,2621,217183228
缟,1,1,176500320
缠,110,180,301853889
缡,4,4,269370505
缤,318,487,297178976
缥,6,12,274288670
缦,10,12,51312355
缧,4,4,119119674
缨,56,67,286971084
缩,6683,10119,261245885
缪,218,247,64774405
缫,1,1,129294257
缬,24,31,288325319
缭,15,15,259951962
缮,368,543,61029610
缰,3,6,306844978
缱,5,5,242002804
缴,7357,12466,313847843
缵,3,3,233016128
缶,9,16,81439070
缸,593,1347,320982259
缹,1,1,242868849
缺,12508,22487,67107125
缾,1,1,80206586
罂,6,6,1448666
罄,537,922,333040815
罅,2,2,232006876
罏,1,1,182679726
罐,861,1735,355083260
网,148595,1012528,193751440
罒,1,1,42044858
罕,134,148,186849993
罖,3,3,40533531
罗,9103,13832,156989881
罘,121,173,374192848
罙,2,2,199140308
罚,1785,2482,28005692
罝,1,1,199704129
罡,89,91,234807571
罢,218,239,82428692
罦,1,1,84592959
罨,2,3,317501244
罩,435,824,252373919
罪,400,665,73613946
罬,1,1,320923529
罭,1,1,247028838
置,63296,142199,72560223
罯,1,1,95356583
罰,2,2,296286674
罱,1,1,278945921
署,16443,33799,57227231
罳,1,1,114846533
罴,2,2,302869621
罷,1,4,125364498
罹,8,8,255189345
罾,1,1,65659799
羁,27,27,259809013
羅,6,8,261163098
羆,2,2,63725518
羊,1393,2079,51878363
羋,1,1,119163312
羌,60,79,302041710
美,71888,174091,50792466
羏,1,1,119318424
羔,12,13,322157066
羕,1,1,245530387
羚,132,228,81038590
羞,48,66,86667214
羟,35,84,103883894
羡,88,95,196846626
群,59404,81029,367046023
羧,22,44,139444817
義,28,58,194579094
羯,62,64,159610583
羰,4,7,327139812
羲,29,42,22185731
羵,1,1,212066143
羶,38,143,20954165
羸,17,18,340793071
羹,25,27,225089685
羽,9958,11228,226872755
羾,1,1,7712993
羿,79,84,166299636
翀,37,45,320204012
翁,623,883,245715296
翂,4,4,71169647
翄,1,1,317421954
翅,164,220,251823082
翆,2,2,73054167
翉,1,1,236869295
翊,73,79,86101537
翌,89,106,311346676
翎,120,152,82437592
習,38,51,65662855
翓,7,7,128528235
翔,2747,3488,292930656
翕,3,3,257084664
翖,44,289,60852079
翘,134,241,302853078
翙,8,11,267050712
翚,8,15,46950696
翛,11,17,125364017
翜,5,10,294004657
翝,12,22,277162268
翞,12,21,56133507
翟,382,420,112877065
翠,1684,2619,329889950
翡,625,957,210070096
翦,4,4,25413887
翩,12,22,232007224
翫,1,2,163852233
翮,17,19,2815153
翯,3,4,171790143
翰,1452,1923,372759642
翱,105,121,200658191
翳,3,4,142411541
翷,1,1,146918245
翸,1,1,361455925
翺,1,1,38436301
翻,15237,36390,155029745
翼,1795,3453,354063845
翾,5,10,41930561
翿,1,1,154010568
耀,1608,2202,204461154
老,32293,53936,369098081
考,148609,301476,33774116
耄,3,3,197281697
者,47605,96639,378278883
耆,8,9,148314949
而,35233,54893,196102532
耍,144,196,349858893
耐,56676,77228,213766820
耑,1,1,328428345
耒,59,84,177935633
耔,3,4,215728445
耕,1067,1245,327802635
耖,1,1,175986969
耗,7407,11875,23308963
耘,417,449,227550876
耙,18,40,339407144
耞,1,1,169312282
耦,1663,2362,132298846
耧,1,1,62269613
耨,2,323,271114822
耩,2,4,300888841
耪,1,1,119965996
耮,1,1,118142362
耳,1764,3063,69322773
耶,365,530,90066636
耷,3,3,77832457
耸,73,170,240841570
耻,127,139,88759562
耽,253,281,313821756
耿,512,629,80989946
聂,371,428,175498663
聃,13,13,24449668
聆,506,557,179938246
聊,5563,10242,172480856
聋,100,127,1246483
职,228512,1637448,227990970
聍,1,1,335921734
聒,2,3,143257646
联,157010,540832,202704515
聕,1,1,371207524
聖,4,7,142694076
聗,1,2,30938311
聘,197587,533335,191899013
聚,13797,21085,153385666
聛,1,1,45178589
聜,1,1,188505923
聝,11,19,358599963
聞,16,65,158273421
聠,1,1,251820329
聣,4,5,77290520
聥,1,1,320087412
聦,1,1,97049155
聨,4,4,233921175
聩,18,24,311374510
聪,1995,3232,107884978
聯,29,59,83705222
聰,1,1,257103562
聲,8,8,138144191
聴,9,10,262434224
聶,7,12,125527195
職,226,1034,66323286
聸,5,7,280045026
聹,1,3,293263709
聺,1,3,118058367
聻,6,17,55649793
聼,1,1,266005182
聽,9,9,305944732
聿,40,43,50180669
肃,2496,4056,52417117
肄,86,99,272336421
肅,1,1,301685217
肆,101,108,122109775
肇,830,1227,50422369
肉,938,1835,289179222
肋,99,122,62261151
肌,273,489,261451814
肍,1,1,284589456
肎,1,1,129603566
肓,14,14,80826993
肔,1,1,240734616
肖,1472,1722,103027988
肘,23,23,254010913
肚,72,84,90489428
肛,68,116,79044974
肝,441,727,323074969
肟,16,35,69336215
肠,434,812,196705835
股,76735,155268,351050762
肢,213,298,151792543
肤,1650,2673,184275889
肥,6462,13916,366955026
肦,1,1,159250255
肨,1,1,197082235
肩,570,638,377273068
肪,95,136,147668717
肫,2,2,27217474
肮,28,45,139259262
肯,14264,17263,33681292
肰,2,2,224471837
肱,4,13,342644613
育,224847,375541,167318229
肴,165,245,227017627
肷,2,2,6204250
肺,233,356,176021891
肼,6,6,215250526
肽,126,242,329061710
肾,266,434,179041929
肿,991,1962,19588143
胀,261,375,238498181
胁,266,343,308065559
胂,1,1,106629995
胃,235,353,84536975
胄,23,23,233967946
胆,1571,1782,108478444
胇,1,1,83676796
胊,1,1,96217487
背,19186,25255,250280631
胍,19,32,318166587
胎,1136,2351,90744661
胒,2,2,123668059
胕,1,1,293101792
胖,188,233,115874890
胗,2,2,53303795
胙,2,2,283828858
胚,88,111,127826040
胛,2,2,67025949
胜,12954,16989,257323764
胝,1,1,290356741
胞,827,1793,138956369
胟,1,92,57720743
胡,3480,4339,337621390
胤,80,96,224412578
胥,103,117,344498956
胧,14,14,1294571
胪,14,18,179741722
胫,16,31,16237173
胬,5,7,220217338
胭,8,8,323486047
胮,1,1,175456708
胯,6,6,24318286
胰,134,233,188446921
胱,34,61,358058394
胳,11,16,37018028
胴,5,11,190163508
胶,3882,7831,151794996
胸,828,1020,203436764
胺,256,541,142787989
胼,1,1,197640059
能,212897,1676338,376247863
脂,976,2157,7683898
脃,1,1,166658138
脆,214,317,4172810
脈,12,18,328428353
脉,6646,8886,213734769
脊,147,324,18565652
脍,4,4,215787047
脏,452,657,175984362
脐,48,67,366685844
脑,19092,29971,183484722
脒,4,4,35776208
脓,8,9,159237173
脖,48,72,45237019
脘,1,1,369098055
脚,14745,26478,34456000
脜,2,2,378495676
脟,3,3,148315111
脠,20,34,307575027
脡,12,66,240842182
脢,24,39,88760337
脣,46,350,103061555
脤,44,112,313823207
脥,4,4,233269378
脧,40,54,112419166
脨,3,3,322346680
脩,21,25,242178945
脪,18,21,69331680
脫,7,7,98357978
脭,22,38,253898477
脯,21,21,90068731
脰,2,2,300888870
脱,2727,4178,271101124
脲,37,51,50216975
脳,5,7,119966095
脴,2,2,299432568
脷,45,370,118142161
脸,803,1603,286559935
脹,41,101,262404753
脺,45,464,63409888
脻,4,13,130805232
脼,1,2,289341578
脾,254,274,62282477
腆,23,23,37457549
腈,39,80,374943034
腉,1,1,197407290
腊,214,273,29407724
腋,4,8,143267088
腌,18,34,371207405
腍,1,1,203379621
腎,1,1,30954008
腐,678,1219,344336466
腑,42,85,224214098
腒,1,1,1247057
腓,7,9,172479214
腔,698,1320,335922076
腕,192,348,227989791
腚,1,1,24938125
腝,1,1,210029046
腠,1,1,293263697
腤,1,1,305947191
腥,36,48,266001215
腦,9,25,50180604
腧,2,2,124349946
腩,7,9,257103651
腪,1,1,57384554
腭,11,11,262434087
腮,6,6,66323245
腯,1,1,125527253
腰,175,308,311374629
腱,5,9,233921139
腳,6,6,107895000
腴,1,1,307725104
腹,253,351,251803771
腺,188,329,77283419
腻,586,614,91861226
腼,25,25,320087250
腾,10231,19196,71116118
腿,304,447,97047432
膀,134,160,315548682
膆,1,4,69336192
膈,1,3,312913849
膊,5,10,80827083
膏,414,724,103053391
膑,10,29,258909006
膒,2,2,62253838
膘,2,2,299467743
膙,1,1,273932606
膚,1,1,52417099
膛,14,16,118255375
膜,1652,3764,301675443
膝,46,56,272516381
膠,14,17,328228233
膥,1,1,215250693
膦,27,50,19593238
膨,242,365,342644642
膬,31,45,338698468
膮,1,1,6206204
膯,1,1,166491481
膰,1,1,377273014
膲,5,6,27217776
膳,307,506,147666880
膺,124,142,46281112
膻,3,3,151792515
膽,2,2,184275867
臀,32,92,283828694
臁,2,2,262912008
臂,522,996,67026470
臃,50,50,127825745
臅,1,1,257312861
臆,2,2,57658449
臈,43,144,304648462
臉,2,2,263939641
臍,2,2,279534740
臑,1,1,247978610
臒,1,1,70061774
臗,1,1,90638056
臘,1,1,308080055
臜,2,2,311953121
臢,1,1,31675153
臣,1134,1615,142801023
臧,97,102,145759203
臨,6,10,358058589
自,218786,592883,35980533
臬,5,5,355799112
臭,108,211,190185111
至,152653,282419,179046526
致,28600,38019,323490205
臵,1,1,220217240
臶,1,1,24318272
臸,1,1,337602909
臺,20,40,13539738
臻,495,610,161174967
臼,30,35,344499526
臽,1,1,224404503
臾,7,7,1294524
舀,8,19,98357637
舂,1,1,242179093
舄,1,1,90076929
舅,12,22,77832479
舆,1640,3726,253882749
與,78,298,315445703
興,33,36,103061993
舉,4,4,88883390
舊,2,2,240841541
舌,193,275,112415279
舍,3939,5913,80970628
舎,2,2,233890699
舒,2401,2965,262404979
舔,5,5,132307343
舖,3,108,259769953
舗,13,17,289218541
舘,2,3,120324033
舙,1,1,50217402
舜,389,499,118105893
舞,6099,10900,273845653
舟,1553,2091,299433070
舢,3,3,213719660
舣,1,1,328423931
舥,2,2,23308929
航,27768,70381,227553254
舫,15,18,339530653
般,89444,176598,169312409
舯,2,2,343380110
舰,2566,4505,139294723
舱,1343,2172,34860551
舳,3,3,369097009
舴,8,9,148314885
舵,177,277,27311568
舶,1202,2552,197281718
舷,62,877,378581088
舸,35,35,159232583
船,3943,9842,35757281
舻,16,18,366686316
舾,22,28,196100915
艄,2,2,125525734
艇,587,1100,282829410
艉,4,4,55616067
艏,5,5,305944697
艑,1,1,77290668
艘,87,159,107883694
艙,1,1,82691112
艚,3,3,233922607
艞,1,1,238402908
艟,2,2,307708102
艢,1,1,197407991
艤,1,1,142695317
艦,7,7,202704459
艨,3,3,153527263
艫,1,1,356832769
艮,24,35,188790262
良,136719,316249,358600040
艰,1788,1932,175457689
色,32634,59365,220222976
艳,2342,2732,323646609
艵,2,2,16878846
艶,4,10,209906382
艷,4,4,332113576
艹,3,6,1247170
艺,42645,94218,224018728
艼,1,1,160036529
艽,4,4,12060405
艾,4000,5915,228905549
艿,4,4,336368426
节,53170,102724,224471871
芃,2,2,343221776
芄,3,3,166497210
芈,2,2,176174296
芊,43,60,216172509
芋,50,77,328226815
芍,36,49,19587777
芎,17,20,215255974
芏,3,3,329579823
芐,1,1,151774266
芑,1,1,46260926
芒,395,669,196708793
芖,1,1,184273004
芗,7,7,366947954
芘,8,8,147669257
芙,954,1387,27222661
芛,1,1,377160756
芜,1896,3319,139249595
芝,1474,2194,33590122
芟,2,2,368063977
芡,2,4,80827675
芤,1,3,103022166
芥,54,76,87984369
芦,801,1041,240734623
芧,1,1,307215452
芨,8,9,90462142
芩,12,14,79044791
芪,24,37,254253333
芫,4,4,315549885
芬,1219,1683,98605995
芭,332,465,69336799
芮,161,187,242179630
芯,3538,10664,322893509
芰,6,6,118265130
花,16845,30118,52438425
芲,1,1,273920195
芳,2318,3194,299457110
芴,7,7,121602489
芵,1,1,50422362
芷,80,90,301685225
芸,244,318,132246594
芹,148,163,61739905
芻,1,1,289184285
芽,253,386,63114039
芾,56,68,261451479
苁,7,10,37018110
苃,1,1,358058387
苄,14,15,151794234
苆,1,7,190185950
苇,59,75,355799189
苈,1,1,142736207
苋,2,3,371929113
苌,5,11,145766956
苍,353,504,30099484
苎,3,11,197640037
苏,33148,74145,375189640
苑,4121,6803,13540392
苒,23,24,230332551
苓,42,79,337442548
苔,22,32,173215672
苕,1,1,1286368
苗,2133,4305,344880686
苛,314,340,331792001
苜,22,29,175457048
苞,4,6,220192801
苟,1307,1347,323478938
苡,13,17,48576756
苣,4,4,304724595
若,17936,19487,54187812
苦,41168,47147,279324934
苧,2,6,293101733
苪,1,1,262585748
苫,9,11,283810971
苬,1,1,138956362
苮,1,1,257385523
苯,315,711,290391633
英,193160,467458,83706472
苴,6,15,108487248
苵,1,1,83676837
苷,49,96,311950551
苸,1,1,96217798
苹,2505,3845,70062488
苻,3,3,319976710
苾,16,28,250388405
茀,1,1,50367077
茁,67,108,119966126
茂,4961,8058,300731139
范,107191,180822,270597323
茄,269,523,52163361
茅,2454,3045,118129680
茆,7,9,299440983
茇,1,1,273845638
茈,1,1,63401515
茉,143,199,130798487
茌,12,17,62283956
茍,1,1,132308040
茎,24,28,289331540
茏,15,15,259542437
茒,1,1,307534263
茔,2,2,80989864
茕,1,1,112153353
茖,2,2,313824607
茗,311,370,233890712
茙,1,1,98357772
茚,6,6,322891826
茛,1,1,242179087
茜,365,439,77832947
茢,1,5,366920948
茤,1,1,45882726
茥,1,1,149691032
茧,44,68,196101088
茨,293,420,34858920
茩,13,46,139307363
茪,12,28,369097891
茫,222,269,204459466
茬,91,105,27318822
茭,1,1,148314451
茮,18,62,378495688
茯,11,29,197288174
茰,15,48,7633892
茱,27,38,166570315
茲,15,42,339408021
茳,1,1,227680308
茴,7,9,4573959
茵,776,1180,169693350
茶,2887,5399,343793068
茷,25,91,225020626
茸,53,78,18570750
茹,282,306,178061706
茺,1,1,328423916
茼,1,1,22909500
茽,4,4,175983688
茿,1,1,215787076
荀,37,40,82691126
荃,40,54,233922910
荅,2,2,106037425
荆,2193,3071,307715145
荇,1,1,237820700
草,13062,22913,92410998
荊,1,1,318662823
荍,1,1,97046124
荎,1,1,320092904
荏,26,34,249848997
荐,99858,126146,55170789
荑,1,1,118041927
荒,552,706,293264428
荔,543,691,50182552
荗,1,2,266001204
荘,1,2,57399361
荚,241,340,290353832
荛,1,1,257101079
荞,19,37,282829300
荟,332,509,262434288
荠,2,2,1247158
荡,449,558,172507583
荣,29312,49092,223882387
荤,62,107,12060988
荥,48,63,160036249
荧,286,533,229094018
荨,9,12,24449597
荩,1,1,175498445
荪,2,2,323663510
荫,155,173,220222114
荬,5,5,17034960
荭,2,2,179942039
药,26889,89069,209906511
荰,1,1,45178638
荲,1,1,356832739
荳,1,1,191893518
荷,2724,4695,188557445
荻,43,54,197621892
荼,54,63,30963597
荿,1,1,202703855
莅,96,124,139249019
莆,444,747,368061669
莉,1413,1967,151774273
莊,3,3,351757657
莎,1100,1714,366921503
莐,1,1,23372988
莒,22,23,328025165
莓,316,606,216173648
莘,184,255,4163260
莚,1,1,342646069
莛,4,4,224725024
莜,10,27,6206211
莞,4517,9415,338676940
莠,22,22,61838686
莡,2,2,132246569
莨,6,7,52516080
莩,3,3,118265099
莪,9,14,299455500
莫,1229,1731,273920212
莰,3,13,79041779
莱,5601,8770,90462430
莲,1407,1892,315745805
莳,10,15,254011525
莴,3,3,69338645
莵,1,1,98605982
莶,1,1,322893475
获,96402,285421,242180487
莸,4,5,80827269
莹,1038,1251,110824626
莺,57,68,312821387
莼,10,11,87984669
莽,42,44,103021639
莾,20,42,306932841
菀,14,15,16237084
菁,453,655,179043715
菂,1,1,331793802
菅,12,24,175456834
菇,252,416,220215854
菊,353,429,337601078
菋,2,2,230305622
菌,982,2797,1286376
菍,1,1,173215597
菏,1157,1468,224413467
菒,1,1,371609845
菓,5,10,203445355
菔,3,10,30077796
菖,3,3,375488668
菘,15,15,37021531
菙,2,2,158232777
菜,5995,13286,43486956
菝,1,1,151794324
菟,1,11,190185891
菠,43,68,70074814
菡,32,37,96217525
菣,21,58,247965254
菤,25,94,74646162
菥,1,10,90638047
菦,16,39,318166920
菧,14,40,250388313
菨,19,52,84536878
菩,53,81,106623839
菪,3,3,308080095
菫,15,38,238500080
菬,1,1,83676830
華,106,151,233958179
菰,1,1,67096266
菱,2066,3486,127826762
菲,3575,5197,283811032
菷,1,1,257386952
菸,3,104,48559656
菹,2,3,122968768
